,brent,er
2008-09-19,95.19,25.4863
2008-09-22,99.61,25.269
2008-09-23,106.04,24.9864
2008-09-24,103.08,25.0703
2008-09-25,102.45,24.8982
2008-09-26,104.6,25.0221
2008-09-29,103.54,25.2464
2008-09-30,93.98,25.3718
2008-10-01,98.17,25.6023
2008-10-02,95.33,25.8213
2008-10-03,90.56,25.8993
2008-10-06,90.25,26.1784
2008-10-07,83.68,26.1791
2008-10-08,84.66,26.1629
2008-10-09,84.36,26.0695
2008-10-10,82.66,26.208
2008-10-13,74.09,26.1111
2008-10-14,77.46,26.0871
2008-10-15,74.53,26.1347
2008-10-16,70.8,26.3691
2008-10-20,66.32,26.0561
2008-10-21,72.03,26.4417
2008-10-22,69.72,26.9215
2008-10-23,64.52,26.9793
2008-10-24,65.92,27.0596
2008-10-27,62.05,27.3507
2008-10-28,61.41,27.3018
2008-10-29,60.29,27.0979
2008-10-30,65.47,26.543
2008-10-31,63.71,27.0981
2008-11-05,65.32,26.9146
2008-11-06,61.87,26.9114
2008-11-07,57.43,27.0041
2008-11-10,57.35,26.9639
2008-11-11,59.08,27.3399
2008-11-12,55.71,27.4704
2008-11-13,52.37,27.6704
2008-11-17,51.99,27.4374
2008-11-18,52.31,27.4301
2008-11-19,51.84,27.4413
2008-11-20,51.72,27.5715
2008-11-21,48.08,27.5665
2008-11-24,49.19,27.6613
2008-11-25,53.93,27.3913
2008-11-26,50.35,27.3563
2008-11-27,53.92,27.4216
2008-11-28,53.13,27.606
2008-12-01,53.49,27.9409
2008-12-02,47.97,28.0166
2008-12-03,45.44,27.9212
2008-12-04,45.44,27.9576
2008-12-05,42.28,28.0916
2008-12-08,39.74,28.0043
2008-12-09,43.42,28.0029
2008-12-10,41.53,27.8671
2008-12-11,42.4,27.931
2008-12-12,47.39,27.8077
2008-12-15,46.41,27.816
2008-12-16,44.6,27.6009
2008-12-18,44.56,27.6095
2008-12-19,43.36,27.7351
2008-12-22,44.0,28.2682
2008-12-23,41.45,28.3359
2008-12-24,40.36,28.6119
2008-12-26,36.61,29.0058
2008-12-29,38.37,29.23
2008-12-30,40.55,29.3804
2008-12-31,40.15,29.3916
2009-01-12,45.59,30.9981
2009-01-13,42.91,31.2226
2009-01-14,44.83,31.5616
2009-01-15,45.08,32.2135
2009-01-19,44.69,32.9085
2009-01-20,44.5,33.4154
2009-01-21,43.62,32.643
2009-01-22,45.02,32.7991
2009-01-23,45.39,32.8926
2009-01-26,48.37,32.9018
2009-01-27,46.96,32.9979
2009-01-28,43.73,33.2155
2009-01-29,44.9,34.6847
2009-01-30,45.4,35.4146
2009-02-02,45.88,36.1767
2009-02-03,43.82,36.129
2009-02-04,44.08,36.0135
2009-02-05,44.15,36.3095
2009-02-06,46.46,36.3798
2009-02-09,46.21,36.1258
2009-02-10,46.02,35.9285
2009-02-11,44.61,35.8323
2009-02-12,44.28,34.8003
2009-02-16,44.65,34.7797
2009-02-17,43.28,35.6345
2009-02-18,41.03,36.4267
2009-02-19,39.55,36.091
2009-02-20,41.99,36.076
2009-02-24,41.89,36.0254
2009-02-25,42.5,35.7442
2009-02-26,44.29,35.7223
2009-02-27,46.51,35.7205
2009-03-02,46.35,36.1644
2009-03-03,42.21,36.2054
2009-03-04,43.7,36.2284
2009-03-05,46.12,35.8899
2009-03-06,43.64,35.7374
2009-03-10,44.85,35.4534
2009-03-11,43.96,35.1164
2009-03-12,41.4,35.2944
2009-03-13,45.09,34.8316
2009-03-16,44.93,34.8388
2009-03-18,43.98,34.4203
2009-03-19,47.66,33.8222
2009-03-20,50.67,33.423
2009-03-23,51.22,33.3034
2009-03-24,53.47,33.2726
2009-03-25,53.5,33.7268
2009-03-26,51.75,33.4668
2009-03-27,53.46,33.4133
2009-03-30,51.98,34.0134
2009-03-31,47.99,33.9032
2009-04-01,49.23,33.9456
2009-04-02,48.44,33.7636
2009-04-03,52.75,33.4095
2009-04-06,53.47,33.1743
2009-04-07,52.24,33.384
2009-04-08,51.22,33.7781
2009-04-09,51.59,33.5334
2009-04-13,54.06,33.4863
2009-04-14,52.14,33.3887
2009-04-15,51.96,33.4507
2009-04-17,51.79,33.4677
2009-04-20,53.35,33.5371
2009-04-21,49.86,34.1043
2009-04-22,49.82,34.0597
2009-04-23,49.81,33.7848
2009-04-24,50.11,33.4187
2009-04-27,51.67,33.3904
2009-04-28,50.32,33.5533
2009-04-29,49.99,33.2491
2009-04-30,50.78,32.974
2009-05-04,50.8,32.9672
2009-05-05,54.58,32.8146
2009-05-06,54.12,32.8883
2009-05-07,56.15,32.7915
2009-05-08,56.47,32.5534
2009-05-12,58.14,32.2817
2009-05-13,57.94,31.9841
2009-05-14,57.34,32.1677
2009-05-18,56.69,32.2919
2009-05-19,58.47,31.9498
2009-05-20,58.92,31.8009
2009-05-21,60.59,31.4586
2009-05-22,59.93,31.1998
2009-05-25,60.78,31.0516
2009-05-26,60.21,31.1465
2009-05-27,61.24,31.1846
2009-05-28,62.5,31.3259
2009-05-29,64.39,30.9843
2009-06-01,65.52,30.7441
2009-06-02,67.97,30.7321
2009-06-03,68.17,30.5131
2009-06-04,65.88,30.8767
2009-06-05,68.71,30.6919
2009-06-08,68.34,31.0751
2009-06-09,67.88,31.2637
2009-06-10,69.62,30.9277
2009-06-11,70.8,30.9124
2009-06-15,71.79,31.1548
2009-06-17,69.44,31.1297
2009-06-18,70.85,31.0998
2009-06-19,71.06,31.1541
2009-06-22,69.19,31.2408
2009-06-23,66.98,31.5765
2009-06-24,68.8,31.1365
2009-06-25,68.33,31.2037
2009-06-26,69.78,31.1184
2009-06-29,68.92,31.2904
2009-06-30,70.99,31.0385
2009-07-01,69.3,31.1904
2009-07-02,68.79,31.1252
2009-07-03,66.65,31.2481
2009-07-06,65.61,31.4143
2009-07-07,64.05,31.4695
2009-07-08,63.23,31.7819
2009-07-09,60.43,31.8878
2009-07-10,61.1,32.0353
2009-07-13,60.52,33.0597
2009-07-14,60.69,32.5072
2009-07-15,60.86,32.047
2009-07-16,63.09,31.6943
2009-07-20,62.75,31.3733
2009-07-21,66.44,31.1791
2009-07-22,66.87,31.0785
2009-07-23,67.21,31.076
2009-07-24,69.25,31.1372
2009-07-27,70.32,30.7457
2009-07-28,70.81,30.6431
2009-07-29,69.88,31.4162
2009-07-30,66.53,31.7555
2009-07-31,70.11,31.1533
2009-08-03,71.7,31.2424
2009-08-04,73.55,31.0484
2009-08-05,74.28,31.1326
2009-08-06,75.51,31.1814
2009-08-07,74.83,31.5473
2009-08-10,73.59,31.6503
2009-08-11,73.5,31.7477
2009-08-12,72.46,32.6926
2009-08-13,72.89,32.1457
2009-08-14,73.48,31.7226
2009-08-18,72.41,31.9187
2009-08-19,72.37,31.9191
2009-08-20,74.59,31.6011
2009-08-21,73.33,31.9443
2009-08-24,74.19,31.5544
2009-08-25,74.26,31.5437
2009-08-26,71.82,31.4007
2009-08-27,71.65,31.6405
2009-08-28,72.51,31.5687
2009-08-31,72.79,31.8397
2009-09-01,69.65,31.7743
2009-09-02,67.73,31.973
2009-09-03,67.66,31.7679
2009-09-04,67.12,31.6062
2009-09-07,66.82,31.4298
2009-09-08,66.53,31.3754
2009-09-09,69.42,31.1452
2009-09-10,69.83,30.8851
2009-09-11,69.86,30.7246
2009-09-14,67.69,30.8617
2009-09-15,67.44,30.9895
2009-09-17,67.35,30.3881
2009-09-18,71.55,30.3744
2009-09-21,71.32,30.3711
2009-09-22,68.69,30.2385
2009-09-23,70.53,30.0004
2009-09-24,67.99,30.0678
2009-09-25,64.82,30.137
2009-09-28,65.11,30.1985
2009-09-29,65.54,30.0922
2009-09-30,65.49,30.0087
2009-10-01,69.07,30.0621
2009-10-02,69.19,30.124
2009-10-05,68.07,30.0785
2009-10-06,68.04,29.8322
2009-10-07,68.56,29.7819
2009-10-08,67.2,29.6396
2009-10-09,69.77,29.609
2009-10-12,70.0,29.5945
2009-10-13,71.36,29.5043
2009-10-14,72.4,29.4651
2009-10-15,73.1,29.3206
2009-10-19,74.45,29.3553
2009-10-20,77.77,29.1911
2009-10-21,77.24,29.1641
2009-10-22,79.69,29.0858
2009-10-23,79.51,29.0003
2009-10-26,78.92,28.9403
2009-10-27,77.26,29.0184
2009-10-28,77.92,29.1749
2009-10-29,75.86,29.3441
2009-10-30,78.04,29.0488
2009-11-02,75.2,29.1944
2009-11-03,76.55,29.2337
2009-11-05,78.11,29.133
2009-11-06,77.99,29.0156
2009-11-09,75.87,28.8497
2009-11-10,77.77,28.7391
2009-11-11,77.5,28.7007
2009-11-12,77.95,28.6701
2009-11-13,76.02,28.8345
2009-11-17,75.55,28.6768
2009-11-18,78.97,28.7163
2009-11-19,79.47,28.7459
2009-11-20,77.64,28.8554
2009-11-23,77.2,28.7986
2009-11-24,77.46,28.8481
2009-11-25,76.46,28.7909
